# Apophis->SpacecraftZ in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 17:10:00.0000 ET, +8.5795508070842774e-01, -5.0580966873996225e-01, +6.8880895369219070e-02, -2.2517119800398508e-05, -7.4372210002922252e-06, +5.2103419938183611e-05
01-JUL-2028 17:20:00.0000 ET, +8.4397926945715840e-01, -5.1000175754022936e-01, +1.0009803628501329e-01, -2.4070310442319077e-05, -6.5319297701796645e-06, +5.1943681903329898e-05
01-JUL-2028 17:30:00.0000 ET, +8.2906925228049877e-01, -5.1364263883057659e-01, +1.3120103798681293e-01, -2.5630774305389111e-05, -5.5999138954137812e-06, +5.1722565940901534e-05
01-JUL-2028 17:40:00.0000 ET, +8.1322134168203331e-01, -5.1671638094283190e-01, +1.6215237347503492e-01, -2.7196224733126872e-05, -4.6415354963357143e-06, +5.1437741211499515e-05
01-JUL-2028 17:50:00.0000 ET, +7.9643328012968306e-01, -5.1920730352926148e-01, +1.9291312483750811e-01, -2.8764180858943440e-05, -3.6572717623021633e-06, +5.1086904976903147e-05
01-JUL-2028 18:00:00.0000 ET, +7.7870435823653050e-01, -5.2110004943684551e-01, +2.2344300528642902e-01, -3.0331962345836010e-05, -2.6477244226964270e-06, +5.0667800294223592e-05
01-JUL-2028 18:10:00.0000 ET, +7.6003553574459437e-01, -5.2237966225344934e-01, +2.5370039229233021e-01, -3.1896685091648153e-05, -1.6136290607830331e-06, +5.0178234694517923e-05
01-JUL-2028 18:20:00.0000 ET, +7.4042956442843078e-01, -5.2303166948325819e-01, +2.8364237297010420e-01, -3.3455259502738624e-05, -5.5586466939379440e-07, +4.9616103154613622e-05
01-JUL-2028 18:30:00.0000 ET, +7.1989111190453758e-01, -5.2304217119364727e-01, +3.1322480275561571e-01, -3.5004389262159533e-05, +5.2453768021786843e-07, +4.8979409477804203e-05
01-JUL-2028 18:40:00.0000 ET, +6.9842688511196005e-01, -5.2239793390193590e-01, +3.4240237852930944e-01, -3.6540573330714649e-05, +1.6263862385540780e-06, +4.8266292090960450e-05
01-JUL-2028 18:50:00.0000 ET, +6.7604575209766771e-01, -5.2108648932223600e-01, +3.7112872714070377e-01, -3.8060109974913397e-05, +2.7483208797626490e-06, +4.7475050373038093e-05
