# Sun->Apophis in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 14:40:00.0000 ET, -6.0427348508200921e+07, -1.0949742940453684e+08, -4.2206949698705792e+07, +3.1045316317639006e+01, -8.8874589552642789e+00, -2.5206786203706035e+00
01-JUL-2028 14:50:00.0000 ET, -6.0408720690759048e+07, -1.0950276074243350e+08, -4.2208461667427532e+07, +3.1047408409883996e+01, -8.8836672840941802e+00, -2.5192170899938704e+00
01-JUL-2028 15:00:00.0000 ET, -6.0390091618203677e+07, -1.0950808980517846e+08, -4.2209972759179242e+07, +3.1049500029643315e+01, -8.8798751160287246e+00, -2.5177553869508609e+00
01-JUL-2028 15:10:00.0000 ET, -6.0371461290818684e+07, -1.0951341659247385e+08, -4.2211482973857380e+07, +3.1051591175356336e+01, -8.8760824520808104e+00, -2.5162935113837368e+00
01-JUL-2028 15:20:00.0000 ET, -6.0352829708887883e+07, -1.0951874110402164e+08, -4.2212992311358355e+07, +3.1053681848390756e+01, -8.8722892912069735e+00, -2.5148314631514617e+00
01-JUL-2028 15:30:00.0000 ET, -6.0334196872695275e+07, -1.0952406333952396e+08, -4.2214500771578647e+07, +3.1055772048075010e+01, -8.8684956337429544e+00, -2.5133692423799974e+00
01-JUL-2028 15:40:00.0000 ET, -6.0315562782524899e+07, -1.0952938329868285e+08, -4.2216008354414701e+07, +3.1057861774275139e+01, -8.8647014798639798e+00, -2.5119068490347960e+00
01-JUL-2028 15:50:00.0000 ET, -6.0296927438660845e+07, -1.0953470098120043e+08, -4.2217515059762962e+07, +3.1059951026935714e+01, -8.8609068293111708e+00, -2.5104442830917133e+00
01-JUL-2028 16:00:00.0000 ET, -6.0278290841387339e+07, -1.0954001638677877e+08, -4.2219020887519911e+07, +3.1062039805806833e+01, -8.8571116824310963e+00, -2.5089815446369195e+00
01-JUL-2028 16:10:00.0000 ET, -6.0259652990988635e+07, -1.0954532951512001e+08, -4.2220525837582007e+07, +3.1064128110850234e+01, -8.8533160389411290e+00, -2.5075186336174129e+00
01-JUL-2028 16:20:00.0000 ET, -6.0241013887749128e+07, -1.0955064036592627e+08, -4.2222029909845747e+07, +3.1066215941895621e+01, -8.8495198990548527e+00, -2.5060555500491475e+00
01-JUL-2028 16:30:00.0000 ET, -6.0222373531953193e+07, -1.0955594893889958e+08, -4.2223533104207575e+07, +3.1068303299029061e+01, -8.8457232621260307e+00, -2.5045922939120668e+00
