# Apophis->SpacecraftX in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
13-DEC-2028 18:30:00.0000 ET, -1.7453596205478887e+00, +5.1204774984663270e-01, -2.7828992670734713e+00, -2.4130394569205360e-05, -1.2108383979775300e-05, +1.2906017103388003e-05
13-DEC-2028 18:40:00.0000 ET, -1.7598119391133842e+00, +5.0477395373419465e-01, -2.7751156063172706e+00, -2.4043884326459811e-05, -1.2137541119044486e-05, +1.3039456806311024e-05
13-DEC-2028 18:50:00.0000 ET, -1.7742121424140995e+00, +4.9748277493120363e-01, -2.7672519936206119e+00, -2.3956677456429312e-05, -1.2166326121466153e-05, +1.3172522935931630e-05
13-DEC-2028 19:00:00.0000 ET, -1.7885598132539253e+00, +4.9017443701053098e-01, -2.7593086542745859e+00, -2.3868776549633508e-05, -1.2194738012997744e-05, +1.3305211662829317e-05
13-DEC-2028 19:10:00.0000 ET, -1.8028545359852131e+00, +4.8284916413193235e-01, -2.7512858158713298e+00, -2.3780184205294728e-05, -1.2222775825300995e-05, +1.3437519161836852e-05
13-DEC-2028 19:20:00.0000 ET, -1.8170958965432078e+00, +4.7550718102410494e-01, -2.7431837082850428e+00, -2.3690903068866406e-05, -1.2250438614591055e-05, +1.3569441633633072e-05
13-DEC-2028 19:30:00.0000 ET, -1.8312834824465545e+00, +4.6814871298343275e-01, -2.7350025636716517e+00, -2.3600935846703149e-05, -1.2277725469440799e-05, +1.3700975314319437e-05
13-DEC-2028 19:40:00.0000 ET, -1.8454168827677957e+00, +4.6077398588812502e-01, -2.7267426164866562e+00, -2.3510284986234712e-05, -1.2304635348853667e-05, +1.3832116287633174e-05
13-DEC-2028 19:50:00.0000 ET, -1.8594956882594755e+00, +4.5338322613358217e-01, -2.7184041034116424e+00, -2.3418953403415845e-05, -1.2331167450307707e-05, +1.3962860911279211e-05
13-DEC-2028 20:00:00.0000 ET, -1.8735194912352897e+00, +4.4597666069152009e-01, -2.7099872634239506e+00, -2.3326943734528225e-05, -1.2357320831478230e-05, +1.4093205379060228e-05
13-DEC-2028 20:10:00.0000 ET, -1.8874878856669584e+00, +4.3855451705991233e-01, -2.7014923377398197e+00, -2.3234258700429451e-05, -1.2383094594483276e-05, +1.4223145934246384e-05
13-DEC-2028 20:20:00.0000 ET, -1.9014004671529832e+00, +4.3111702327795887e-01, -2.6929195698331765e+00, -2.3140901051076290e-05, -1.2408487857884879e-05, +1.4352678837184785e-05
13-DEC-2028 20:30:00.0000 ET, -1.9152568329575230e+00, +4.2366440790512883e-01, -2.6842692054121637e+00, -2.3046873549417890e-05, -1.2433499748612638e-05, +1.4481800356040371e-05
13-DEC-2028 20:40:00.0000 ET, -1.9290565820009751e+00, +4.1619690002505760e-01, -2.6755414924251091e+00, -2.2952178991471655e-05, -1.2458129412394582e-05, +1.4610506779239369e-05
